user_id,parfum_id,rating
USER_001,6e64722a-1fee-4ad1-888b-3f527e1add19,4
USER_001,287705d8-d800-43ec-8248-93071a6e2a3c,3
USER_001,bfdf8b31-c637-444f-8449-def22255f350,3
USER_001,ac257c78-c876-472a-a2f0-bef6044a24f2,3
USER_001,a3c04588-075f-49f6-92d8-223bda6fdfcd,5
USER_001,5f095a5b-ff83-4b47-8fb0-43428c1e0c13,3
USER_001,0ec55c39-129b-4681-90ad-7fbfce75fa76,5
USER_001,64651032-f3e1-4c0b-ac63-cecb575577bc,5
USER_001,2d427be9-e3d8-4f93-9401-cb9206cb6a60,3
USER_001,25085238-d839-4635-b164-195263eac174,3
USER_001,d72c6bba-9431-46b1-97a7-3deb28b4fc33,4
USER_001,8d29d1b2-dfe8-4dec-97c9-e3f8142b2b8e,4
USER_001,cd66baa0-f51e-4da7-98d2-bd0b06340b04,5
USER_001,daaed846-f832-4371-b26d-6a4c59032fe6,4
USER_002,bd6cfd92-32a1-4c42-bad7-41adf57004a7,3
USER_002,806166db-2058-4c7d-891a-bf14a8e06092,5
USER_002,ace6a6a9-1d6c-42f8-80e3-d5a3ba6b3fb5,3
USER_002,8e2b0131-692f-45dc-b571-99a9e5c057a8,5
USER_002,82eb08f0-b91a-4985-bd7c-9587cf31bafa,4
USER_002,894a1fc0-2962-4b85-a6d8-e9a1a69a5e4b,4
USER_002,045ab6e6-1088-4507-b011-57dce0771068,3
USER_002,01d198a6-4ee0-4d78-a04f-dfbeb6ea7dab,5
USER_002,40792582-9222-4007-ae67-f4534e590ce9,5
USER_002,706982d2-a2ae-452e-9652-796fff740edf,5
USER_002,71451b01-08ab-4ece-a026-7e009dd32f24,5
USER_002,c1a9f3e2-eb50-4b55-9a77-6a50cabfcae8,4
USER_002,4a48db01-bd16-428f-b6e6-3dafe754f535,3
USER_002,b74414c2-2f53-48d1-8713-79b4caae3482,3
USER_002,a56b4a87-4221-44d6-b193-d000d82f75c7,4
USER_002,56b64081-7365-45be-873c-1c410a004ee2,3
USER_003,5909e8f4-5d37-44f3-9190-fdb1914a869a,5
USER_003,3eb1e095-9f5d-47cb-b660-c4f617eeb583,3
USER_003,27964740-3a86-4287-9930-4631a77053d8,3
USER_003,c910c284-4b0b-40f3-a95b-99f4136cff44,4
USER_003,415175cf-caae-4279-8b4d-b17abf052e9c,5
USER_003,706982d2-a2ae-452e-9652-796fff740edf,5
USER_003,011c29d0-cb5a-417d-95e1-0f4f69a9c17e,4
USER_003,705a7aff-1dcf-468c-8df2-061fe72f1551,5
USER_003,b74414c2-2f53-48d1-8713-79b4caae3482,4
USER_003,aba53cea-bce9-49bf-80a7-02236447762c,3
USER_003,a174e382-ae5b-4409-b09d-25bbda35ca71,4
USER_003,db442456-a69b-4fde-9604-a141be04bdc5,4
USER_003,af0b799e-c93b-47ff-beb7-9f73065c0a48,5
USER_004,0a296a2e-7a11-40dc-bfa8-fb50cbbf3bbc,3
USER_004,12ae8df3-a1b6-4f4c-802c-ac2b73f8ecdf,4
USER_004,7e86eacc-ea9a-430c-9d67-0149dda01cc9,3
USER_004,b630b41a-f2bb-4a8a-837f-61f3e4883e00,5
USER_004,a174e382-ae5b-4409-b09d-25bbda35ca71,5
USER_004,aa6925c4-5688-45b8-a164-863417636077,4
USER_004,7762efb5-c6dd-4613-aafe-28700856283e,3
USER_004,9179cb70-dbac-4d51-8170-8174abe4d164,3
USER_004,c049a936-c913-4c93-8e10-8a84de3538cb,4
USER_004,a8916418-ecca-4e83-bdf0-814f548ec079,5
USER_004,2cd682fd-0fd4-4dcd-b6a4-c4d1cc753824,5
USER_004,6f0a9d00-e7d5-436b-8d33-85471bd5047d,4
USER_004,ae38d55f-add2-477c-adfc-9faddea083ca,5
USER_004,bbd72e96-451f-4219-82a6-fc683ecf380c,3
USER_005,fc2e6dec-25fd-4be9-8e52-dd6141722128,4
USER_005,976b82f0-b1d1-49b1-a5aa-67d552d403d3,4
USER_005,19e62774-f9e7-4e35-93e4-1fa7024f847f,5
USER_005,c049a936-c913-4c93-8e10-8a84de3538cb,3
USER_005,7e86eacc-ea9a-430c-9d67-0149dda01cc9,4
USER_005,08b3f87d-9505-4293-badd-e9b87a67c61c,3
USER_005,9a0dd27b-32bc-4bc0-b503-663eec951972,4
USER_005,6a9d31de-4b59-476c-bb34-18f11618c67c,5
USER_005,7b1071e1-ed32-4a1f-9861-b918b3c5aea7,3
USER_006,fc2e6dec-25fd-4be9-8e52-dd6141722128,3
USER_006,b63dc7cb-2764-43a9-a56c-7635675c3e66,4
USER_006,54059d94-8e63-4b12-9d37-ddb277d5d601,5
USER_006,c9a08121-a901-4c43-bd3c-585c31669c80,5
USER_006,2fcb6115-84b2-4bea-8ebd-9cad94be7cb1,5
USER_006,c0fe3c48-2f7e-4fcc-a9ca-28cfa5770d7f,3
USER_006,fc625078-77b1-44c6-a737-a33b340d6084,3
USER_006,a3432bbe-5c01-48e6-bc93-53c616368866,5
USER_006,6f0a9d00-e7d5-436b-8d33-85471bd5047d,4
USER_006,894a1fc0-2962-4b85-a6d8-e9a1a69a5e4b,5
USER_006,2df292db-c6bd-4ce9-8160-e64bbc20b63d,4
USER_006,01df5d54-c7b0-4ecc-b6b2-4428f9adab84,4
USER_006,f523d9e0-14fb-4fca-ad1d-3e51ecf7b64e,4
USER_006,2cd682fd-0fd4-4dcd-b6a4-c4d1cc753824,4
USER_006,6061006a-dc70-4b80-84fd-750d2a9ed15e,3
USER_006,dbf9fe72-9e65-4275-942d-ceb7ed7d5a9a,4
USER_006,cba57a6b-3ae8-4feb-8523-647f09833757,3
USER_007,5f11b6e6-b2c7-46a1-9950-5220e745c04b,5
USER_007,f0cda6a5-54ed-4cb9-9149-6ded535611e8,4
USER_007,82eb08f0-b91a-4985-bd7c-9587cf31bafa,3
USER_007,58d3837d-3ddb-42b9-9800-3379740d8170,3
USER_007,a3eb2bef-e1f0-4196-a715-17e708e38bcd,3
USER_007,c7444ae7-b145-4df2-b526-40b912f47d78,3
USER_007,99c55414-6506-44bb-ace2-d9bf0c177004,4
USER_007,2aa3fc99-5d51-46f1-8b5f-ce68b791135d,4
USER_007,a8916418-ecca-4e83-bdf0-814f548ec079,3
USER_007,11416a9b-462d-4f9f-9206-6ca612babcdf,3
USER_007,7fc8a0db-fed1-44c4-a181-bc72f6627808,3
USER_008,8eaf07b8-c4de-4a4c-bf59-ef3a813ad106,4
USER_008,c049a936-c913-4c93-8e10-8a84de3538cb,4
USER_008,62aac114-08aa-438a-b12e-10869eb158a8,4
USER_008,f811875d-3d9d-4061-b9f1-6669252150a5,5
USER_008,b5047bdc-f492-4a37-9a82-4b30cde6b76d,4
USER_008,5f11b6e6-b2c7-46a1-9950-5220e745c04b,5
USER_008,aa6925c4-5688-45b8-a164-863417636077,3
USER_008,ac257c78-c876-472a-a2f0-bef6044a24f2,4
USER_008,58504c8c-6641-4215-810c-8af32ecce08e,5
USER_008,3778e2c0-a8df-4af3-8dba-41d32302ebdb,3
USER_008,5c13437f-bd01-4d5c-8c25-599a62fa4072,4
USER_008,7762efb5-c6dd-4613-aafe-28700856283e,4
USER_008,e37b6704-466b-44bb-9023-ed4d51b9f488,5
USER_008,db442456-a69b-4fde-9604-a141be04bdc5,5
USER_008,f2c743eb-9a19-48a4-80a1-5caf51bdbcda,4
USER_008,f9734f04-7056-49a0-be8f-b7fcc5623de7,4
USER_008,011c29d0-cb5a-417d-95e1-0f4f69a9c17e,4
USER_009,4bdbb598-3ac0-4044-b1dc-da08037e8be0,5
USER_009,b5047bdc-f492-4a37-9a82-4b30cde6b76d,5
USER_009,7ae3ac4b-5da7-4723-bc20-08f79e3f6157,5
USER_009,c8930398-51f6-4666-8740-cebcbf5f8bf7,5
USER_009,daaed846-f832-4371-b26d-6a4c59032fe6,4
USER_009,3d842ee5-1ebf-4552-b2f3-0fee29715e47,4
USER_009,ce43bbf1-bacf-4d26-a46e-72d966ee32cf,5
USER_009,5c13437f-bd01-4d5c-8c25-599a62fa4072,5
USER_009,9bb2e63e-ac77-42f6-bc0c-dfc69dab466b,4
USER_009,6061006a-dc70-4b80-84fd-750d2a9ed15e,5
USER_009,bf877e5e-3786-46f1-b684-c8f71668c09e,5
USER_009,dbf9fe72-9e65-4275-942d-ceb7ed7d5a9a,5
USER_009,f9cf92f7-def8-459c-9846-d0d9a2ec0871,3
USER_010,2df292db-c6bd-4ce9-8160-e64bbc20b63d,5
USER_010,829a9e51-c180-4fb1-8fc8-24fa88292b94,3
USER_010,923d74e9-df49-4b6e-b391-2664f9b73756,4
USER_010,0e2d7e5d-3c07-48ff-b47a-33313b613387,3
USER_010,7762efb5-c6dd-4613-aafe-28700856283e,3
USER_010,75762fcc-cdf5-4b5a-9c71-2d1987b30e2d,4
USER_010,705a7aff-1dcf-468c-8df2-061fe72f1551,5
USER_010,b3dfc619-bbd3-4792-b3f0-dbdbcf9aa187,4
USER_010,861f7fc9-fe40-4572-a718-ff6b450caffd,4
USER_010,dbf9fe72-9e65-4275-942d-ceb7ed7d5a9a,3
USER_011,928f8f41-9b5c-4e2c-a577-a10c102e6d10,5
USER_011,415175cf-caae-4279-8b4d-b17abf052e9c,5
USER_011,bd6cfd92-32a1-4c42-bad7-41adf57004a7,5
USER_011,6dda2c2f-7900-41c7-ad6f-2b731cfe360c,3
USER_011,08b3f87d-9505-4293-badd-e9b87a67c61c,3
USER_011,6e67f7a9-ddfe-4cb2-916d-8a674372d108,5
USER_011,f9734f04-7056-49a0-be8f-b7fcc5623de7,3
USER_011,7fc8a0db-fed1-44c4-a181-bc72f6627808,5
USER_011,85113b2b-735f-49f9-adc4-b66a025a7254,3
USER_011,d72c6bba-9431-46b1-97a7-3deb28b4fc33,3
USER_011,4aa62a0c-da10-44f8-b61c-cd12c2634c62,5
USER_012,4b221d7e-b1bb-4f7c-a4b9-6ca99aff87d2,4
USER_012,b630b41a-f2bb-4a8a-837f-61f3e4883e00,4
USER_012,58504c8c-6641-4215-810c-8af32ecce08e,5
USER_012,87c552ea-cbc9-4c13-be9e-2fe0a58fe847,3
USER_012,2dbbce66-20fb-4d84-996e-e134f514246f,5
USER_012,85386f6d-9de3-4a28-a0c8-fe6cf96f94d1,5
USER_012,58d3837d-3ddb-42b9-9800-3379740d8170,3
USER_012,11416a9b-462d-4f9f-9206-6ca612babcdf,4
USER_012,51ee4c47-eb90-4cac-9ea3-2a128e20dbaa,5
USER_012,f9cf92f7-def8-459c-9846-d0d9a2ec0871,3
USER_012,d6f87bb2-9d81-43f2-bdee-7ce49325ec5e,4
USER_012,8fd188a5-6f06-48d2-999e-fe1b11da3038,4
USER_012,8d161090-7b0d-4f16-8574-3c7902c01c8c,5
USER_012,e543678a-fd78-45cc-93a2-4ffe14e66a56,4
USER_012,b39fe901-3893-4ed5-a34a-b634d9e3fd44,5
USER_012,ac5c3157-2701-480e-ad90-dcbdba23cd8f,4
USER_012,fc625078-77b1-44c6-a737-a33b340d6084,3
USER_012,a56b4a87-4221-44d6-b193-d000d82f75c7,3
USER_012,35d50508-59fe-4b05-8042-9fac5bf4a753,4
USER_013,f9734f04-7056-49a0-be8f-b7fcc5623de7,4
USER_013,cdce65c2-00d8-4198-9cd6-780e5c320625,5
USER_013,c049a936-c913-4c93-8e10-8a84de3538cb,5
USER_013,78f2e851-640d-43d6-953e-a1efda709028,3
USER_013,f59f152f-beb1-4577-8a5c-ca568a51304f,4
USER_013,089f7008-ebd8-40fd-82ad-75f63219c434,4
USER_013,aa6925c4-5688-45b8-a164-863417636077,3
USER_013,58504c8c-6641-4215-810c-8af32ecce08e,4
USER_013,d4395a97-3094-43e8-abc9-a522d1b9eb86,5
USER_013,580aa84b-7ae3-4721-877c-e61ff641636e,3
USER_013,cf0e9af3-011b-4778-bc84-bd870860dac8,3
USER_013,fe4324c9-018e-46d2-a0de-f0e636dbb14f,4
USER_013,71451b01-08ab-4ece-a026-7e009dd32f24,3
USER_013,ffd930fc-9690-4c80-95f1-01be643ea3ab,3
USER_013,706982d2-a2ae-452e-9652-796fff740edf,3
USER_013,f0cda6a5-54ed-4cb9-9149-6ded535611e8,5
USER_013,1a0ba7e7-480a-41cb-b992-fe1c8b9e4393,3
USER_013,7f9dba76-1e5d-451c-aa35-b8ace8efd6f2,3
USER_014,8f3bf952-0cdd-4a9a-8ccf-4eb799063b30,3
USER_014,861f7fc9-fe40-4572-a718-ff6b450caffd,3
USER_014,b0f8fa31-2fb7-4e94-b6f6-4b51a6553f7f,4
USER_014,5ad9e74b-b20b-4eac-8f38-18d1870ee581,3
USER_014,6e1fdb38-1271-44be-842d-314a2c89549b,5
USER_014,7d81be61-f121-44be-974e-919d8f1dca9d,5
USER_014,8fd188a5-6f06-48d2-999e-fe1b11da3038,4
USER_015,2b9ae6c9-f0d6-4af7-bc46-42798dfa7870,5
USER_015,c8739b66-d5e4-4eab-bc64-fcda1335d60d,4
USER_015,e543678a-fd78-45cc-93a2-4ffe14e66a56,3
USER_015,2df292db-c6bd-4ce9-8160-e64bbc20b63d,3
USER_015,894a1fc0-2962-4b85-a6d8-e9a1a69a5e4b,5
USER_016,3cefbce8-26de-4b3b-b7ad-8063c434b449,3
USER_016,7fc8a0db-fed1-44c4-a181-bc72f6627808,3
USER_016,1779fe58-e542-42bc-b930-2a426a0aa01a,5
USER_016,894a1fc0-2962-4b85-a6d8-e9a1a69a5e4b,4
USER_016,bc1d3121-2c92-4566-b2d1-9ddf24e00aff,4
USER_016,35d50508-59fe-4b05-8042-9fac5bf4a753,3
USER_016,c0b4c572-10bc-4cb2-abb8-1f29208054f7,5
USER_016,f5d344e9-a72c-4118-88d8-3def13f039e1,4
USER_016,bfdf8b31-c637-444f-8449-def22255f350,3
